topic id,Connected nodes
3519,[3721 6168  288 9475  287    3 2392  164]
3520,[1558 2306  132    0]
3522,"[6310    0  287 6322  319 6168 7405 6113 6155 2392   16 2750 6235 9475
 3491  131 6207]"
3525,[7331  333 6168  353]
3527,"[   0 6155 7405 3721 6280 3491   53 6168  505 6359 7346 6317 2820 7508
 2306 7481]"
3528,[6274    7 6113  132 6168 9475 6310  288 8117 6278 2220]
3529,"[6321 1558  287 2392 6359  505 6144 6310 9475  353 6207 6151 7567 7636
 7958]"
3530,[6122 6168 6113   49 9475  283  505 6310 7346 1558]
3531,[7294 6168 6249 3721 9475 6310  274 2220  887    4 7424]
3532,[6168 2820   16 2392 6269 9475 6310]
3533,"[6168  353 2820  274  283 1558 6207 2392 6269    2 3721    1 6249  132
 6322 6113  288 9475    4   49]"
3534,"[7428    1 2306 6235 3721   53    4  132  204 4873  100 6151 6249 1558
 2392 6168 6113  288  274   68]"
3535,[ 132    4 2170  288 7346 3721  283]
3571,[   0 6168  281  353 1558 2306    4 7405   49 6310 6249 7294  861]
3537,[3721  333   49 6207  100 6168  288  287]
3538,"[7424    4  353 6144  333  132   16 6113 1558  274   68 6359 7346 7405
  288 6310]"
3556,[   1 1558  333  130 2392  288 3721  132 6280 6254   16  100  283    2]
3558,[ 353 7424 5343]
5354,[  44  204   68  293 7757 7504 7962  287]
3557,"[   0 7504 6280 6321    4  353  132 2392   16  204 1558  281 6249    7
 7346 3721  288 6207  130    1  283   49 6247 6359 2820 6144  505 6156
 6168 6322    3 2306 7427 7294 2179 6310 6122 6106 6113 7405 4151 6235
 1986  104]"
3541,[6168 6359 6144  288  274 6249    0 6254]
3544,[ 288 6168 6249 6144 6254  168  274 6207]
3542,[   0  353 3721 3491 7405  287 6310 6254]
3548,[6254  132  287 6310   56    4 6249 6278]
3543,"[ 333 3491    4 6254 6249  353    2 7405 6310 7346  287 6113 6271   16
 6168  130 3143]"
3545,[6321 6168    2 6145  287 4873 7346    4 6207]
3546,[6198 6168  288 6254 2750  361 7424  274 6145 6113]
3553,"[ 132    2 6145 6249 3491 6310 1558 6207 7346  505 2220 6155 7364   49
  887 6168    1 6290]"
3547,[ 132 2306 6168  274 6254 6359 7346    7 6237  353  288]
3551,[6249 6254   49 3491 6168  130  274 6145]
3552,[ 132 2392   16  287    4 7424]
3555,[3721 6278 6168 6359   49]
3559,[3721  288  168 6260  283  130 9174 2170 7424]
3573,[ 287 6310  274 3721  333 4873  991 6278   49]
3560,[ 326  130  132   56  288 6254 1558  333  274    2 6155 4151]
3739,"[6235 6278    4 3721 6151 6144   56 7508 7346 6168  288  269  505  158
 6115]"
3594,[3721  287  288 6254    2 6168 6278]
3593,[3721  130    2   16  353 1558 6168 2392]
3565,[7427 6144  887 6155  353 6106   68 6359 7364 6271]
3563,"[   4 2179 6217 6359 6168 7346 7461  287 6322   49    1  283  132  353
 6249 1558  288 6278    3    0 6207]"
3564,[7461 7346    1  132  288 3721]
3569,"[   1  353 2306 7424 6322 2392  283 6310 6168   68  287  505 6278    7
 2889 6155  131    4 2820   49   16 2129 6113 6271]"
3570,"[6168 1986 7364    1 6269  861 6254  130    0 1558   16 7405 4873  505
  274   49  288  132 6244 6113]"
3568,[6207    2 7424  353    7   49 3721    0]
3583,[ 1 49]
3572,[ 353 5343 6264  130 9149]
5229,[9149]
5227,[3491    3 7424 6113 6269 7636 6359]
3574,[6278  353]
3575,[ 991   56  887 2820 7346 6278]
3577,[ 132 7346 6144 7424]
3579,[  53 6359    1 1986 6168 7364  353    7   16 7958 7866]
4288,[ 288 3721 7958 6113  130]
3578,[6322 6168  287 6278]
3581,[7424  132   16]
3586,[6249  288  132 6254  287]
3638,[6278 6271   49   16  288 3143  293 6168  505    4]
3588,[7346 3491 6310 7405 6122]
3613,[7427 6168  287 3721  353 6249 6359 6156 7346   49  288 6113  168    2]
3590,[7370   68 7405    1]
3591,"[ 288 6155 7461 6249 6310 7405 6156 6168 6217    2 2220    4 7346 2750
 1104 6269 2392 4873]"
3592,[6254]
3595,[6254 6249]
3596,[  7  49 288 168 132 353]
3602,[ 288 7481 6155 7346    7  353 6144 6168    3 7405 2392 6310]
5722,[9711 9636 7424 9217 9668 7757 9620 9149 9571 9534 9288 1558 9144]
3600,[ 353 6254  287 6278]
3598,[6278  104    0 7635]
3597,[6254 6156]
3601,"[ 288 7427  887    2 6168 7364 2889 6254 2392  287 6269 6278  168 1772
  329 6271 6113 6155]"
3604,[ 288 6168 2820  287 2144 6155 7346]
3608,[6254    2  281 2392 7346 6310 6155  288 6297  130  274]
3605,[ 287 6278  288    2 6113 6122    4 6359 6321   49]
3606,"[6278 6235   56  287 6155 7405  288 6168 4873  293  130 6120  283 7846
 7720  132  353 6207 7719 7757 9304]"
3607,"[6271   49  274 6155 6249  288 6151    4 6168  287 7405 1558 7346 6244
 6269 7567 6321 7575 6278 7504 6235 6322  283   29 9475]"
3610,[0]
3609,[6168  887 1558 6155]
3633,[   0  287 7405 6322 7346]
5378,"[9446 7636 6269 1558 9288 9531 9548 9144 4873 9535    4    1 7757 1209
 6168  287 9519 7504 6359  288 7481  158  131   56 9174 6113]"
3704,"[ 288 6168    4  130 6144 2220 6244 6359 7504 1558 7346   56 7616 7575
  158 8117 8102 9475]"
3612,"[ 132 6151    2 1558 6168 2392    1   56 6269  353  287  281 7346 6290
 6359 2306]"
3636,[ 132 7427  130 6271 6310 7364]
3631,[   0    1 6280    4 2820 6269 1558 6155  100  288]
3614,[6271 6168 7424 2144  288 2220]
3617,[6106 6254 6168  287    3    0 6359 7636 7720 9475]
3618,[3721 6168 7481 6359]
3634,[   1  168 6168   16]
3619,"[   1 7496 3721  130   49 1558 4873 7346  168   16  287  288 6155 6151
 2075 6168]"
3707,[ 132 2306 7508 2129]
3671,[7508 7461 3721  288    1   49  130  132 1986  505 1558  281 3143]
3666,[6168]
3622,[7496  130    1    4  274 6168 3721  288  505]
3664,[6254 6168 7496 4873  274 2820 6144  100 1558  505]
3626,[   0 7346  293 1558    1 3721]
3629,[3721 1558 2306  333 6144]
3682,[   0 6359 1558   49  288 4873 6155 7346 7405    3 4151]
3627,[6217 6168   49  130 1558 3721  287  353   16]
3637,[ 353 6271  130 7427 6249   16  288 6310  505 7405 2220]
3630,[7405 6168  353 7504    3 6359  288 1558 6249 7424]
3746,[   0    1 6168 6151 6249 3721 6149 1558 2392 4151]
3747,"[   4 6122 7588    1  132  288 2392 4151 7424   68 7481 7575 6113 7508
 3721 6254]"
3641,[6278 2306]
3643,[2820    0   16    2  130 6168 6254 1558  353 7346 6122 6249]
3644,"[6310 6168    0 6106  353 6254 1558 1986 6290 7424 6155 6269 7346 6244
  132 7575    2 7635 6359 6207 9475]"
3650,[   0 6168 1558  353]
3645,[6168   68    1 9482 9174 7504  288]
3652,[6168 7508    1 1558 6151]
3648,[   0  353 3721 2306  130 6249 6168]
3649,[3721    1   49]
3657,[   1 2820 6254 1558    0    3]
3653,[6151    1  288 6088]
3654,[1558   56 7405    1 6113 6359  130    7 3721   49 2306  283]
3658,[2820 7424 1104 6168  130 6254  353 7346 1558  287 6271  887 7496]
3655,[  49 6249  288 6207 6260 7508  353 6321 1558 6144 6359]
3717,[6144 7481 7427 1558 7575]
3687,[6144 1558 6168 6271 3721  130   49  288]
3688,[7346 7405    0 6359 3721  353    7   49 6144]
3686,[3143    1]
3691,"[   0 7346  130   49  132 7496 2392 3721 4873 6168 4151    1 1558 1986
    7]"
3693,[7504   49  283  288 6359 2820 1558    2  132 7508]
3694,"[ 132  164  130    0  279  255  266   23  161   49    7  361   37 1983
  283 2082  991 6106 2306 6113 6117   16 5343 6235  168 6122 7346  887
 6269 2392   56  104 6249 6207 7508 6278 1558  100 6274 9109 8982]"
3712,[6144    1  333]
3709,[2220  287 6144 1558  288  130 6290 7427 7346 7504 6254    2]
3705,[3721    1 1558  288 7508]
3706,[7496    0  132 6151 7481 6168   56    4 6310 1558]
3708,[7496   49 1558 7543 6168 2306 7405 7508]
3710,[7424    1 6151  287  333  130    4 6254]
3711,[6359 2220 6321    1 6144  288]
3714,[6310    0   49 6168 6156 2820 6359 7405 1558 7346 7508]
3716,"[   1    0  288   49 7424 6359 2306  333  168 1558 6249 7405 2750    7
 6237   68 3721]"
3720,[7575  281 6168 2820 1558 7405    3 1986 7424]
3725,[6254    1 7504 7575 6113  288 6278 6249 6168]
3724,[6278    1 6113  288 6322]
3722,[   1 7424  293 2306 6144 6321    7]
3723,[6155   56 7567 6359 7346  287 6235 6322  131 6278    4 1558 7424]
3727,[   0 6151 7575 6155  288 7405 6088]
3732,"[7567    4 7508 4151 2220    1  505 6168  132 4873 3721 2392    0 6115
 7846 7719]"
3801,"[  85    1 2306 7616    0   49    7 1558 6122    3  130 6113    2 7567
 2037  326 7888 6359]"
3734,[1558 2220 6254 7575]
3744,[6122 6254 6144 7575]
3770,"[ 288   49 1558 3721 2220 7405   29 6207 7575  505 2392  130 6359 6274
 6322    1 7757  333 7508  283]"
3745,[   1   53 7346  505 6359 6271    0 7496 6168]
3777,[6168 7575    4   49 4873 6321  130 6113  287]
3750,[1558  132    4 2820  288 7575 6113    7    0]
3751,"[6274   14    4   49    1    5    2    3    7   16   11   13    9    8
   41   12   35   23    0   44   47   55 6168 6359  281   19   29   20
   54   53 2220   56   65   72 9288 4873 2820   67   68   64 6247  287
   79 6321  101  100   40  114  342   10   25  132  279  133  131  112
  143  130  108  164  125  146  234 6113  161  152   84  182  184  183
  158  168 7346  190  139 8059 9571  204 7481  142 1558  261  129  246
  240  283  288  298 6269  271  317  319 6155  329  335 6271 8117 7543
  331   91  563  239  495  364 7575  293 7600 9606  236  266 7424  188
  958 1109  805   50 1744 2099 2082 1772 2075  333 2205  208  861 1812
 7958  315 2306 9112 2144 1986 2889 2392 9304 1983   28 9668 9353 4339
 6122 9475 3721 4720 5359 5082 3491 1066 4151 5664 5343 1209  821 9521
 9446 6117 6120  991 6134 6106 2037  274 6151 6165 6149 6174 2256 6208
 2288  887 6278 6237 6243 6244 6217 6198 6254 6235 6145 9510 6310 7036
 6322 6976 2129 6431 6290 6260 7427 7504 7508 6156 7616 7635 7705 9176
 7643 7719 7986 9174 9335 7816 7760 6249 7846 7636 2170 7953 7903 8159
 9876 8018 8133 9620 9217 8698 8736 8650 8982 8099 8212 9144 8260  150
 9210 9150 9503 8310 8232 9334 9303 9367 9471 9481 8192 9491 9149 9512
 9496 9393 9679 9476 8102 9531 9534 9535 9152 9498 9551 9563 9548 9568
 9555 9610 9586 9629 9681 9626 9519 9636 9698 9727 9720 9363 9784 9786
 9690 9863 9248 9872 9910 9931 9940 9673 9583 9905 9916 9950]"
6213,[9304 9549 9876 9673]
5569,[7636]
5399,[7903 9288 1558 9335 9568 9304  288 8310 9503 9446    1 9149    7 7504]
3757,[   0 6235    1  132 7405]
3753,[6321 6144 7504 2220]
3754,[2037]
3762,[7600 7604 7866]
3755,[ 132 1986 1558 7575]
3756,[3721    2 6144  132 7504 1558 6359 6156 6254 6168 2220  288 7543  887]
3758,[   1   11    3 7575   49 2075]
3761,[7575    1]
3767,[7604    1 7346 6249   49 6254 1558]
3768,"[ 288    7 6122 2075   49 6113    1 3721 6359   35 2392  130  132 6278
 6168    2   56 1558 2037]"
3769,"[ 288 7600 3721   49 6278  130 7602 1986  353 2820 6322 1558 7575 7346
 6235 7424 7405]"
3774,[6321 7575  288  130 2220  353]
5353,[9548 9240    1]
3773,[7602    3 7346  288    1 2392  132 6113 9475 6359 6269]
3775,[7602  132]
4372,"[7892 7508  288 7816  130 7864  274 6274 6321 8026 7719 9475 6278    1
 8102 8117 8054 3721 8165    7 4873 7636 9592]"
4416,[8114 3721    1 7903 7945 6113 7636]
3776,[ 353 6144]
5352,"[9217 9144 6359 8343 1209 9288 9240  887 9548 7346    1 7636 9446 9503
 1558 6151 9531  353]"
3778,[ 130 7607 3721  132   49    1  288   56 1558 7616 6115  146]
3780,[ 132  287 6168 7575 2392  130 1558 7508]
3810,"[6278   49    7 6155 7635   53 1986    1  188   85  353 7508 6269 9475
  283 6260 2296 6321   56 7636 7481 6113]"
3796,[6113 6274 6254  130    2 7575 2392 7622 2220 7346 6144 9475]
3782,[2220 7575 1772 9475]
3813,[6168  287  281 7622 7616]
3784,[7622 6274  353 7405  288 7602]
3812,[7643 7602 3721 7616 1558  130    3 7636 7405 6322 6113 6106]
3794,[7620 6359 6113 7405 7622    0    3 7602]
3795,[7616 6322 6113 7405 6168 7346 7602 7635]
3800,[6321 7616  287 6207  164]
3799,[7602    1]
3802,[6168 7604 7616 7602    2 1558 7424    4  287  274 2220 6254   49]
3803,[   0  287    7 1986 7616 6155 7424]
3804,[3721 7616   49 6254    1 6249 1558 7575  287 7424 7622  130 1772]
3806,[7635 1558 7602 6359 7616 6322 7405   68 6106 2075]
3805,"[   1   49  287 7635 6359 6113 6207 7636 7903 7643 7481 9176 7816  293
 7600 6144 8310 7719  333 7757 7508 9393 9551 9650 9690 9786 9940 9149]"
3808,[7636 7602  130  287 7405  132 7616]
3809,[ 283  132   56 7616  164 7636  287    0 7346    7 6278 7496 9475]
3823,[7635   68 2075  333 6359 6247   49  293  188]
3814,[7622 6254 7346 2392 1986 1558 7616  132 7424 7635]
3816,[   7  288 7643   56]
3815,[7636 7616 2392    0]
3820,"[7567    1 7616 3721 1558 6359 7636  188 6235  288 6168   49 7346  164
 7635 6278 7607 6144 7508]"
3817,[6274 6144 7616 1558 6278 7496 3721 6244 7424]
3818,"[6321 6310 6359 6254 6235 6168 1558 6151  132 2220   49  288 7636 7643
 7635  326 7346 6113 6278]"
4289,"[3491 6113 6168 7636 6155 3721 6321 7424 7719  958 6359    0 9263    1
 7405 7600 6237 9723]"
3829,[ 132 1558 6151 9475]
3824,[6106    2 3721 6151  287 6249 7635]
3825,[7346 6122 6278 6271  287 9475]
3827,[7346 6359   49 7719 7620]
3828,"[  49 2037    1    7 6269 6168  287 6322 6122 1558  293 6278 7636 6113
 7635 4873 6359 7504  204 7643  188    4  288]"
3919,[6359 3721 1558 9475 7705 6155 7481 6151    4 6168 6149 7346    0]
3883,[6306    1]
3833,[6115  293  288 6359 7635 2220]
3831,[132  49]
3852,[505   7 130]
3846,[ 164 6359    1]
3834,"[6271 6168 6115 6359  287 7405 7635 6249 1558 7636 6269 6113 7602 9475
 7686 7424    0 7776 7800]"
3835,[3721 7643 1986    4 7635 2392   85]
3836,[7643 6247 6168 7636 6207  287  130 6310 6321 6120 6113]
3838,"[7508  288 1558 6168    7 6280 2392 6359 6269    0 4873 6106 9475 6122
  133 7958 9531 9288 9571 9534 9217]"
3837,[6359 6113 2392   29]
3839,"[ 132  333 6168    2  281 6247 2392 6144 2820    7 6321 6359 6207    4
  288 6113   49  168]"
3841,[ 288 2075    1 6168  283  188   49 6254 6271 6269  293 6115]
3842,[   0 6359  164 7720    1 7346 9475]
3843,[ 104 7636 9149 9634 9373 7757]
3864,[6278]
3865,[6278 6321 6113 9475 7636 6359 4873]
3851,[7504 6207 6113 6359]
3850,[1]
3853,"[6278  288 6249 7504 2220 6151  283   49  158 7481  353 7508 1558 7636
 6260 6359 7705 7859 7600 7346 8133]"
3854,[  85  288   49 7508    7]
3857,[6321  288 6113]
3855,[7346 6207  287 7636]
5609,"[9666 9626 1558 9571 9112 9144 9655 6359 9217 7757 7962 9267 9583 9612
 9174]"
5615,[9149 9304 9650 9551 1558  353 7543 7816 9555 7757 7508]
3860,[ 353 6278 7636 6269 6359  287 9475 4873 6321]
3858,[7588 3721 1558    4 6168 6712 6321 6359 6113]
3856,[ 288 2220 7636]
3912,[6321 9475  288 6113 7424]
3923,[6168 7705 6269  274  132 7636  130]
3862,[6322]
3863,"[7481 6260 6151    7   49   85 5265    1 6359    0 6168  132   56 3721
 7504 9174]"
3876,[8054 7588 1558 7481    1 2820  281 8001 8114 8117  158 8133 6359]
3866,[7405 7686 1558  130 6113 3721   85 6359 7543]
3867,[6278    0 2220 2392    1  130 1558 7636  274 2820    2 9475  132]
3899,[6249   49 7636 7705 7424 1558 6269    2  287 7635 7504]
3869,[2220 7424 6278 6249  287  130 7346 6115]
3870,"[  56 7602 6113    1 6321 9475 6269 2820 1558 6278   49 6359 7636 7346
 6156 7481  293]"
5720,[7757    7 7643 9288    1 9503 9668 6269  283 9679 1558 9583]
3878,[6306 6274    1 7686    7 6359  288 7405 6321]
3872,[   0 6359 7481 6260 7686]
3873,[6278  130 6269   56 6113]
3875,"[   0 6359  130 1558 7504    1 2820 3721  132 7405 7686 6168 6151 6113
 7635]"
3880,[   4 7635    1 7346 1986 6168 6306    7  287  333 9475 7705  281]
3877,[6254 6274 7504   56 1558 2392 7635 6271 9475]
3892,[6113 6306]
3879,[6168 6278 7346 6269 7405 6271 7635]
3881,[6306 3721   49 9475 7424 4873    0]
3884,[6254 6122  130]
3886,[6306    1 6359 6168 1558 6274  130 6310 7607  353 7543]
3885,[6113  293 7346 7635 9475 6168]
3888,[   0 7686 1558 7636 7643 6249  130 6168 7405 9475 7424 6359   49 6278]
3921,[7636  353 2306]
3891,[7508 6168 9475 6359    2 1558    7 6260  281 6271 6113]
3894,[   0 6359 6113  353 6269 7636 6155 7405 7635 6278]
3893,[7588 6113 1558    1    7]
3926,[ 288 7504 7508 2392 7636 6254    1 9174 9446 9288 6168  287 7346 9373]
3897,"[   1 6306 3721  353 2820 6168 7481 6156 7543 1558   49 7635 7504 6155
  288]"
3898,"[7424 7705  293 6359  130  353  887 1558 6168 7481 6113   85 6249 7635
 7405 2392]"
3901,[7705 6359  204  130    7 7346 6278 6321 1558]
3905,[1]
3937,[1]
3903,[7588 7705 6113]
3904,[7705 6249 1558 7635 7346]
3906,[6113 7705 6168 6269   56 7346 7635    7 7636 6306 9475 2392 6271]
3935,[ 333 1986 1558]
3909,"[7508    4 7635   49  287 1558   85  288 6359 6249  353 6113 7705    1
 2075 9475 7720 7719 7846 7958]"
4092,"[   0 1986  130    1 7636 6280 7720 7508 7800 6310 6113 3721   56 1558
  132 2144 4873]"
3918,[6249 7705  288 6113  353]
3911,[9475 7705 6359 6113]
3913,[7636 2220 6254 9475  288 6249 6269  168 6113]
3916,[2220 9475 6274 7705 1558]
3914,[288]
5527,"[9475 7508 9267 9288 6155 9626 9581 4873 9112 6321 9655 9304 9571 9654
 7424]"
3915,[ 887 6271 7705 3491 7424 6113 7481 7635 9475 1558]
3920,[7705  132 6113 7346 3491 9475 7635  158 7504]
3947,[7740 2220 7719 6151 3721 6321 6235 6155  288  353 4873 6278]
3924,"[7705 7481 6274   49    4 6113 7635  132  288  353   56    2 1558 6269
 7636 6254 6168 6278 6235 7424 7504 2392 7720  274 6247]"
3925,[ 132 7346 7636 1558    4  130 6113  288]
3928,"[ 333    0 6113    1 6155 7635 7504  288 1558 7604 2392  353 7636 9475
 6168 6278 2820  158 7958]"
3927,"[7716 1558 7508 6151 3721 9475  353 6249 7636  281  288  168  204    1
 4873  132   49 7481 6310 5265 7543    0 6278    7 6269 7504 6260 6113
 7720 7496 8026 6168 8001  274 8114 8151 8133 8264 8018  158 2306 9144
 9112 7719 9194]"
3929,[6168  100 7604]
3930,[6278 6113]
3931,[7635    0 6155    2  293 7604 6321]
3933,"[7481    2 1558  130  353 6359 6155 6156 7346  287  288    4 6168    1
    0    7]"
3934,[6976 7636 6278   28 2220 7866 9174]
3936,"[7481 7508 7636    7 1558 6271  168   49 7543 6113  132 6106 6280 7600
 8232 2392 6274 7424 9288    1 8192 9353 9503   56 9679 9304  293 6155]"
5051,[7]
3938,[   1 1558 7816 9144 7600 9503 6260 9514]
4903,"[7962 7816    1 7508 7481 6269 9144 7903 9263 9267 6260 8310 2075 7600
 9217 9322 9288    7  288]"
3939,[7720 1558 7481 6144   49 7405 4873 6278 7543 6113 7643]
3941,[7719 7346 4873 6278 1558 9475 6321 6113 7424  288 7405]
3940,"[   1   49 6269 6168 6274 7636 7846 6155 7600 8232  288 6113 9482 9446
 4873 9217 9144 6237 9304]"
3942,[7636 1558 9475  353 6151 7720]
4830,[   1 7760 8346 1558 9174 7508 9780 4873]
4832,[9210    1 1558 8117 9112 8232  353 7405 6359 7620 8165 9475]
3944,[7508   49 7636 6113 1558 6321 7846    0 6155]
3945,[9475 7643    2 7481  130   56 6144  132 6168]
3946,[   0  130 6249 7720 7636 7481 1558 6113]
3952,"[7740 6168 7481  353 7346  333 6249 7424 1558 6247 6113  288    0 7636
 6278  168 6321 6359 7816 7720 2075 9335 9503 9491 7504 9475 8816 9334
 9605]"
3948,[4873    2 6168   49    7 6278 6247 9475  287  288 6120 7504]
4831,[   1  293 2170]
4829,[1]
3953,[6254 9475 4873]
4838,[   1 7508]
4836,[9174 7504 6359 9186]
3958,"[   2    0    1  288 1558 7636 2392  130 6249  283 7346  132 6168 9475
  353 7504   49]"
4834,[7508    1 9174 7816]
4839,[   1 7504 9144  353 6359 6249 7643 7620 9112 7757 9571  283 1558]
4833,[   1  131 6249]
3959,[6168  130 6269 9475 6321 6106 7346 1558    0    1]
3960,[   0 7846   56  288]
3974,"[   7  353 6321 6278 6106 7636 7346  288  283  132 7953 7816 6113 3721
 7504 6359 7903]"
3963,[   0 2392 9679]
3969,[6207 6168    2    4  288 6113 7720 7481]
3964,[7346 2392 2820  130]
3965,[3491]
3966,[6168 7481   68    1    4]
3967,[7346 7481 2750 2392  288   85 7720 4873]
3968,[7730  288 7543  353 7636 1558 7481  281  130 7643]
3971,[   7  288 7346 7481    4  274  168 6278 2392 6120    1 3721 6280 7719]
3970,[ 274 3721    2 7643 6168 7346 6113  288  130 7720 6321 4873  132]
3972,[7636    0 7736    1  288 7481 6274 4873  204   56 3721]
5608,[7636 9655 9149 6168 9217 7816 7757 9626 9555]
3973,[6235    0 7481 6274 6168 7543    7 6278 6144  288 7643]
3977,[6106 2392 7636 1558 7739  204 6249    1  287  168 7508    0]
3976,[   0 7481 6271  288   56 6278 7636 7643]
5509,[7636 2220 2750 9626 9335 9621 9304 9622 1558 6321 9610]
3975,[   1    4 6269 2392 2075]
3989,[7636    1  287]
3986,[   1 3491]
3999,[6310 6207]
3978,[6321   49]
3983,[7739 7481 7346 7643 7636 1558    1 6269  960  274]
3984,"[6269 7346 1558 6207  287 7636 6271 7481 6278 9475  283    1 6254 6168
 7424]"
3987,[1]
3991,"[   2    1  164 7543 7636  353  333 9475 4873 1558  288 7776 7888  130
 7504]"
5635,[7636]
3992,[6321 7346 6099  130 7636 6310 6106 7481 6317 4873]
3994,[2075  132 2392  288]
3995,"[ 204 7740 6269 1558    2 7730 6168  281  288  960 6113 7720 6310 7346
 9475]"
3998,"[7744  204 7481  274 7643 6249 6274  168 7346 6310    1 6359 6278 1558
 6168    4 7636   56 6260]"
3997,[7346 6168  168 6278 6113 1558 2820 6310  288 2392  132]
